dcode,dname,month_year,value
1043,คันนายาว,Y2560-M12,4452.33
1030,จตุจักร,Y2560-M12,12606.3
1035,จอมทอง,Y2560-M12,6134.88
1036,ดอนเมือง,Y2560-M12,6080.85
1026,ดินแดง,Y2560-M12,8421.37
1002,ดุสิต,Y2560-M12,5305.81
1019,ตลิ่งชัน,Y2560-M12,4386.27
1048,ทวีวัฒนา,Y2560-M12,2961.29
1049,ทุ่งครุ,Y2560-M12,4226.75
1015,ธนบุรี,Y2560-M12,4859.64
1020,บางกอกน้อย,Y2560-M12,4910.06
1016,บางกอกใหญ่,Y2560-M12,2249
1006,บางกะปิ,Y2560-M12,9963.51
1021,บางขุนเทียน,Y2560-M12,9832.96
1005,บางเขน,Y2560-M12,8888.39
1031,บางคอแหลม,Y2560-M12,4056.85
1040,บางแค,Y2560-M12,8447.18
1029,บางซื่อ,Y2560-M12,4804.83
1047,บางนา,Y2560-M12,6678.06
1050,บางบอน,Y2560-M12,6550.71
1025,บางพลัด,Y2560-M12,4608.15
1004,บางรัก,Y2560-M12,4474.39
1027,บึงกุ่ม,Y2560-M12,5953.66
1007,ปทุมวัน,Y2560-M12,9341.17
1032,ประเวศ,Y2560-M12,8229.77
1008,ป้อมปราบศัตรูพ่าย,Y2560-M12,2587.59
1014,พญาไท,Y2560-M12,5043.31
1009,พระโขนง,Y2560-M12,4115.57
1001,พระนคร,Y2560-M12,5980.5
1022,ภาษีเจริญ,Y2560-M12,4669.47
1010,มีนบุรี,Y2560-M12,5447.61
1012,ยานนาวา,Y2560-M12,5446.97
1037,ราชเทวี,Y2560-M12,6647.38
1024,ราษฎร์บูรณะ,Y2560-M12,3533.26
1011,ลาดกระบัง,Y2560-M12,8289.48
1038,ลาดพร้าว,Y2560-M12,6449.89
1045,วังทองหลาง,Y2560-M12,6933.94
1039,วัฒนา,Y2560-M12,8369.47
1034,สวนหลวง,Y2560-M12,6648.98
1044,สะพานสูง,Y2560-M12,3835.02
1013,สัมพันธวงศ์,Y2560-M12,1777.21
1028,สาทร,Y2560-M12,5152.63
1042,สายไหม,Y2560-M12,6752.96
1023,หนองแขม,Y2560-M12,5058.98
1003,หนองจอก,Y2560-M12,3841.04
1041,หลักสี่,Y2560-M12,5349.55
1017,ห้วยขวาง,Y2560-M12,6580.73
1000,อื่นๆ,Y2560-M12,16760.77
1033,คลองเตย,Y2561-M01,8952.41
1018,คลองสาน,Y2561-M01,3862.31
1046,คลองสามวา,Y2561-M01,6346.98
1043,คันนายาว,Y2561-M01,4644.34
1030,จตุจักร,Y2561-M01,12679.5
1035,จอมทอง,Y2561-M01,6368.86
1036,ดอนเมือง,Y2561-M01,6438.03
1026,ดินแดง,Y2561-M01,8698.82
1002,ดุสิต,Y2561-M01,5200.54
1019,ตลิ่งชัน,Y2561-M01,4516.77
1048,ทวีวัฒนา,Y2561-M01,3151.01
1049,ทุ่งครุ,Y2561-M01,4299.31
1015,ธนบุรี,Y2561-M01,5020.51
1020,บางกอกน้อย,Y2561-M01,5030.12
1016,บางกอกใหญ่,Y2561-M01,2315.59
1006,บางกะปิ,Y2561-M01,10236.2
1021,บางขุนเทียน,Y2561-M01,9962.17
1005,บางเขน,Y2561-M01,9268.81
1031,บางคอแหลม,Y2561-M01,4091.96
1040,บางแค,Y2561-M01,8568.47
1029,บางซื่อ,Y2561-M01,4988.86
1047,บางนา,Y2561-M01,6823.32
1050,บางบอน,Y2561-M01,6727.19
1025,บางพลัด,Y2561-M01,4739.01
1004,บางรัก,Y2561-M01,4690.24
1027,บึงกุ่ม,Y2561-M01,6161.32
1007,ปทุมวัน,Y2561-M01,9484.05
1032,ประเวศ,Y2561-M01,8446.32
1008,ป้อมปราบศัตรูพ่าย,Y2561-M01,2592.81
1014,พญาไท,Y2561-M01,5174.72
1009,พระโขนง,Y2561-M01,4402.87
1001,พระนคร,Y2561-M01,6114.44
1022,ภาษีเจริญ,Y2561-M01,4866.45
1010,มีนบุรี,Y2561-M01,5656.89
1012,ยานนาวา,Y2561-M01,5521.6
1037,ราชเทวี,Y2561-M01,6693.25
1024,ราษฎร์บูรณะ,Y2561-M01,3586.63
1011,ลาดกระบัง,Y2561-M01,8746.79
1038,ลาดพร้าว,Y2561-M01,6432.39
1045,วังทองหลาง,Y2561-M01,6914.36
1039,วัฒนา,Y2561-M01,8563.75
1034,สวนหลวง,Y2561-M01,6902.59
1044,สะพานสูง,Y2561-M01,3668.61
1013,สัมพันธวงศ์,Y2561-M01,1729.14
1028,สาทร,Y2561-M01,5022.9
1042,สายไหม,Y2561-M01,7249.38
1023,หนองแขม,Y2561-M01,5300.1
1003,หนองจอก,Y2561-M01,4099.72
1041,หลักสี่,Y2561-M01,5578.56
1017,ห้วยขวาง,Y2561-M01,6730.2
1000,อื่นๆ,Y2561-M01,19893
1033,คลองเตย,Y2561-M02,8583.18
1018,คลองสาน,Y2561-M02,3630.11
1046,คลองสามวา,Y2561-M02,5499.77
1043,คันนายาว,Y2561-M02,4153.56
1030,จตุจักร,Y2561-M02,11775.1
1035,จอมทอง,Y2561-M02,5988.34
1036,ดอนเมือง,Y2561-M02,5875.88
1026,ดินแดง,Y2561-M02,8025.83
1002,ดุสิต,Y2561-M02,4972.77
1019,ตลิ่งชัน,Y2561-M02,4304.25
1048,ทวีวัฒนา,Y2561-M02,3002.46
1049,ทุ่งครุ,Y2561-M02,4124.53
1015,ธนบุรี,Y2561-M02,4738.54
1020,บางกอกน้อย,Y2561-M02,4783.33
1016,บางกอกใหญ่,Y2561-M02,2205.82
1006,บางกะปิ,Y2561-M02,9469.34
1021,บางขุนเทียน,Y2561-M02,9489.46
1005,บางเขน,Y2561-M02,8517.92
1031,บางคอแหลม,Y2561-M02,3981.58
1040,บางแค,Y2561-M02,8200.77
1029,บางซื่อ,Y2561-M02,4683.62
1047,บางนา,Y2561-M02,6483.23
1050,บางบอน,Y2561-M02,6465.61
1025,บางพลัด,Y2561-M02,4477.7
1004,บางรัก,Y2561-M02,4534.55
1027,บึงกุ่ม,Y2561-M02,5879.25
1007,ปทุมวัน,Y2561-M02,8761.87
1032,ประเวศ,Y2561-M02,7921.35
1008,ป้อมปราบศัตรูพ่าย,Y2561-M02,2493.67
1014,พญาไท,Y2561-M02,4827.6
1009,พระโขนง,Y2561-M02,4040.16
1001,พระนคร,Y2561-M02,5744.13
1022,ภาษีเจริญ,Y2561-M02,4586.15
1010,มีนบุรี,Y2561-M02,5170.24
1012,ยานนาวา,Y2561-M02,5342.04
1037,ราชเทวี,Y2561-M02,6164.82
1024,ราษฎร์บูรณะ,Y2561-M02,3394.47
1011,ลาดกระบัง,Y2561-M02,8091
1038,ลาดพร้าว,Y2561-M02,6043.82
1045,วังทองหลาง,Y2561-M02,6512.04
1039,วัฒนา,Y2561-M02,7935.29
1034,สวนหลวง,Y2561-M02,6354.12
1044,สะพานสูง,Y2561-M02,3461.1
1013,สัมพันธวงศ์,Y2561-M02,1723.51
1028,สาทร,Y2561-M02,4679.32
1042,สายไหม,Y2561-M02,6555.19
1023,หนองแขม,Y2561-M02,5024.72
1003,หนองจอก,Y2561-M02,3662.99
1041,หลักสี่,Y2561-M02,5359.58
1017,ห้วยขวาง,Y2561-M02,6339.47
1000,อื่นๆ,Y2561-M02,17504.83
1033,คลองเตย,Y2561-M03,9397.08
1018,คลองสาน,Y2561-M03,3967.8
1046,คลองสามวา,Y2561-M03,6562.01
1043,คันนายาว,Y2561-M03,4600.69
1030,จตุจักร,Y2561-M03,13805.8
1035,จอมทอง,Y2561-M03,6527.37
1036,ดอนเมือง,Y2561-M03,6741.4
1026,ดินแดง,Y2561-M03,9174.8
1002,ดุสิต,Y2561-M03,5439.65
1019,ตลิ่งชัน,Y2561-M03,4726.93
1048,ทวีวัฒนา,Y2561-M03,3505.1
1049,ทุ่งครุ,Y2561-M03,4556.64
1015,ธนบุรี,Y2561-M03,5143.32
1020,บางกอกน้อย,Y2561-M03,5349.82
1016,บางกอกใหญ่,Y2561-M03,2496.55
1006,บางกะปิ,Y2561-M03,10744.5
1021,บางขุนเทียน,Y2561-M03,10376.9
1005,บางเขน,Y2561-M03,9668.08
1031,บางคอแหลม,Y2561-M03,4305.64
1040,บางแค,Y2561-M03,8911.03
1029,บางซื่อ,Y2561-M03,5035.64
1047,บางนา,Y2561-M03,7145.44
1050,บางบอน,Y2561-M03,7022.24
1025,บางพลัด,Y2561-M03,4869.6
1004,บางรัก,Y2561-M03,4948.09
1027,บึงกุ่ม,Y2561-M03,6441.07
1007,ปทุมวัน,Y2561-M03,9530.62
1032,ประเวศ,Y2561-M03,8823.81
1008,ป้อมปราบศัตรูพ่าย,Y2561-M03,2591.2
1014,พญาไท,Y2561-M03,5492.27
1009,พระโขนง,Y2561-M03,4450.39
1001,พระนคร,Y2561-M03,5996.31
1022,ภาษีเจริญ,Y2561-M03,5248.31
1010,มีนบุรี,Y2561-M03,5787.99
1012,ยานนาวา,Y2561-M03,5747.1
1037,ราชเทวี,Y2561-M03,6813.36
1024,ราษฎร์บูรณะ,Y2561-M03,3702.9
1011,ลาดกระบัง,Y2561-M03,9146.79
1038,ลาดพร้าว,Y2561-M03,6643.2
1045,วังทองหลาง,Y2561-M03,7331.87
1039,วัฒนา,Y2561-M03,9015.92
1034,สวนหลวง,Y2561-M03,7083.1
1044,สะพานสูง,Y2561-M03,3929.24
1013,สัมพันธวงศ์,Y2561-M03,1711.08
1028,สาทร,Y2561-M03,5009.03
1042,สายไหม,Y2561-M03,7441.21
1023,หนองแขม,Y2561-M03,5684.9
1003,หนองจอก,Y2561-M03,4135.21
1041,หลักสี่,Y2561-M03,6034.83
1017,ห้วยขวาง,Y2561-M03,7240.8
1000,อื่นๆ,Y2561-M03,17906.48
1033,คลองเตย,Y2561-M04,8712.35
1018,คลองสาน,Y2561-M04,3725.06
1046,คลองสามวา,Y2561-M04,5635.02
1043,คันนายาว,Y2561-M04,4237.22
1030,จตุจักร,Y2561-M04,12403.8
1035,จอมทอง,Y2561-M04,6200.64
1036,ดอนเมือง,Y2561-M04,6297.95
1026,ดินแดง,Y2561-M04,8569.7
1002,ดุสิต,Y2561-M04,4859.39
1019,ตลิ่งชัน,Y2561-M04,4524.61
1048,ทวีวัฒนา,Y2561-M04,3122.74
1049,ทุ่งครุ,Y2561-M04,4327.12
1015,ธนบุรี,Y2561-M04,4911.99
1020,บางกอกน้อย,Y2561-M04,4998.14
1016,บางกอกใหญ่,Y2561-M04,2297.14
1006,บางกะปิ,Y2561-M04,9989.96
1021,บางขุนเทียน,Y2561-M04,9947.26
1005,บางเขน,Y2561-M04,8955.44
1031,บางคอแหลม,Y2561-M04,4047.56
1040,บางแค,Y2561-M04,8297.84
1029,บางซื่อ,Y2561-M04,4861.2
1047,บางนา,Y2561-M04,6600.62
1050,บางบอน,Y2561-M04,6597.85
1025,บางพลัด,Y2561-M04,4704.84
1004,บางรัก,Y2561-M04,4352.92
1027,บึงกุ่ม,Y2561-M04,5968.32
1007,ปทุมวัน,Y2561-M04,8985.14
1032,ประเวศ,Y2561-M04,8472.81
1008,ป้อมปราบศัตรูพ่าย,Y2561-M04,2352.31
1014,พญาไท,Y2561-M04,5042.16
1009,พระโขนง,Y2561-M04,4252.77
1001,พระนคร,Y2561-M04,5853.09
1022,ภาษีเจริญ,Y2561-M04,4683.46
1010,มีนบุรี,Y2561-M04,5546.15
1012,ยานนาวา,Y2561-M04,5429.96
1037,ราชเทวี,Y2561-M04,6552.85
1024,ราษฎร์บูรณะ,Y2561-M04,3619.44
1011,ลาดกระบัง,Y2561-M04,8552.31
1038,ลาดพร้าว,Y2561-M04,6291.32
1045,วังทองหลาง,Y2561-M04,6805.94
1039,วัฒนา,Y2561-M04,8399.55
1034,สวนหลวง,Y2561-M04,6920.39
1044,สะพานสูง,Y2561-M04,3751.7
1013,สัมพันธวงศ์,Y2561-M04,1548.76
1028,สาทร,Y2561-M04,4735.55
1042,สายไหม,Y2561-M04,6997.78
1023,หนองแขม,Y2561-M04,4998.62
1003,หนองจอก,Y2561-M04,4023.82
1041,หลักสี่,Y2561-M04,5452.7
1017,ห้วยขวาง,Y2561-M04,6778.21
1000,อื่นๆ,Y2561-M04,15837.7
1033,คลองเตย,Y2561-M05,9585.28
1018,คลองสาน,Y2561-M05,4045.37
1046,คลองสามวา,Y2561-M05,6388.36
1043,คันนายาว,Y2561-M05,5109.66
1030,จตุจักร,Y2561-M05,14280.4
1035,จอมทอง,Y2561-M05,7029.14
1036,ดอนเมือง,Y2561-M05,7098.63
1026,ดินแดง,Y2561-M05,9490.48
1002,ดุสิต,Y2561-M05,5649.7
1019,ตลิ่งชัน,Y2561-M05,5099.72
1048,ทวีวัฒนา,Y2561-M05,3669.53
1049,ทุ่งครุ,Y2561-M05,4701.27
1015,ธนบุรี,Y2561-M05,5277.54
1020,บางกอกน้อย,Y2561-M05,5567.5
1016,บางกอกใหญ่,Y2561-M05,2578.43
1006,บางกะปิ,Y2561-M05,11089.7
1021,บางขุนเทียน,Y2561-M05,11028.5
1005,บางเขน,Y2561-M05,10302.5
1031,บางคอแหลม,Y2561-M05,4449.02
1040,บางแค,Y2561-M05,9489.45
1029,บางซื่อ,Y2561-M05,5603.5
1047,บางนา,Y2561-M05,7384.71
1050,บางบอน,Y2561-M05,7399.51
1025,บางพลัด,Y2561-M05,5200.05
1004,บางรัก,Y2561-M05,4897.93
1027,บึงกุ่ม,Y2561-M05,6839.91
1007,ปทุมวัน,Y2561-M05,9570.61
1032,ประเวศ,Y2561-M05,9779.03
1008,ป้อมปราบศัตรูพ่าย,Y2561-M05,2600.79
1014,พญาไท,Y2561-M05,5678.83
1009,พระโขนง,Y2561-M05,4802.6
1001,พระนคร,Y2561-M05,6193.28
1022,ภาษีเจริญ,Y2561-M05,5231.48
1010,มีนบุรี,Y2561-M05,6321.72
1012,ยานนาวา,Y2561-M05,6286.38
1037,ราชเทวี,Y2561-M05,7166.17
1024,ราษฎร์บูรณะ,Y2561-M05,3890.15
1011,ลาดกระบัง,Y2561-M05,9977.51
1038,ลาดพร้าว,Y2561-M05,7015.59
1045,วังทองหลาง,Y2561-M05,7595.19
1039,วัฒนา,Y2561-M05,9048.93
1034,สวนหลวง,Y2561-M05,7775.62
1044,สะพานสูง,Y2561-M05,4200.5
1013,สัมพันธวงศ์,Y2561-M05,1705.14
1028,สาทร,Y2561-M05,5267.05
1042,สายไหม,Y2561-M05,8052.39
1023,หนองแขม,Y2561-M05,5698.06
1003,หนองจอก,Y2561-M05,4572.32
1041,หลักสี่,Y2561-M05,6223.68
1017,ห้วยขวาง,Y2561-M05,7294.57
1000,อื่นๆ,Y2561-M05,19220.53
1033,คลองเตย,Y2561-M06,9290.67
1018,คลองสาน,Y2561-M06,3797.35
1046,คลองสามวา,Y2561-M06,6258.45
1043,คันนายาว,Y2561-M06,4733.23
1030,จตุจักร,Y2561-M06,13604.8
1035,จอมทอง,Y2561-M06,6733.89
1036,ดอนเมือง,Y2561-M06,6542.69
1026,ดินแดง,Y2561-M06,9011.95
1002,ดุสิต,Y2561-M06,5311.6
1019,ตลิ่งชัน,Y2561-M06,4557.22
1048,ทวีวัฒนา,Y2561-M06,3391.67
1049,ทุ่งครุ,Y2561-M06,4304.1
1015,ธนบุรี,Y2561-M06,4972.64
1020,บางกอกน้อย,Y2561-M06,5167.26
1016,บางกอกใหญ่,Y2561-M06,2430.94
1006,บางกะปิ,Y2561-M06,10738.1
1021,บางขุนเทียน,Y2561-M06,10484.6
1005,บางเขน,Y2561-M06,9622.26
1031,บางคอแหลม,Y2561-M06,4247.16
1040,บางแค,Y2561-M06,8857.47
1029,บางซื่อ,Y2561-M06,5091.98
1047,บางนา,Y2561-M06,7153.92
1050,บางบอน,Y2561-M06,7033.23
1025,บางพลัด,Y2561-M06,4804.5
1004,บางรัก,Y2561-M06,4851.46
1027,บึงกุ่ม,Y2561-M06,6334.08
1007,ปทุมวัน,Y2561-M06,9156.05
1032,ประเวศ,Y2561-M06,9609.78
1008,ป้อมปราบศัตรูพ่าย,Y2561-M06,2502.78
1014,พญาไท,Y2561-M06,5508.47
1009,พระโขนง,Y2561-M06,4559.81
1001,พระนคร,Y2561-M06,6010.62
1022,ภาษีเจริญ,Y2561-M06,4998.55
1010,มีนบุรี,Y2561-M06,6058.66
1012,ยานนาวา,Y2561-M06,5917.59
1037,ราชเทวี,Y2561-M06,6945.94
1024,ราษฎร์บูรณะ,Y2561-M06,3651.39
1011,ลาดกระบัง,Y2561-M06,9458.37
1038,ลาดพร้าว,Y2561-M06,6965.01
1045,วังทองหลาง,Y2561-M06,7287.36
1039,วัฒนา,Y2561-M06,9148.34
1034,สวนหลวง,Y2561-M06,7582.82
1044,สะพานสูง,Y2561-M06,3905.95
1013,สัมพันธวงศ์,Y2561-M06,1621.48
1028,สาทร,Y2561-M06,5027.43
1042,สายไหม,Y2561-M06,7471.77
1023,หนองแขม,Y2561-M06,5379.47
1003,หนองจอก,Y2561-M06,4416.93
1041,หลักสี่,Y2561-M06,5770.65
1017,ห้วยขวาง,Y2561-M06,7105.93
1000,อื่นๆ,Y2561-M06,17133.26
1033,คลองเตย,Y2561-M07,9346.7
1018,คลองสาน,Y2561-M07,3722.18
1046,คลองสามวา,Y2561-M07,5821.24
1043,คันนายาว,Y2561-M07,4637.76
1030,จตุจักร,Y2561-M07,13543.3
1035,จอมทอง,Y2561-M07,6498.68
1036,ดอนเมือง,Y2561-M07,6827.16
1026,ดินแดง,Y2561-M07,8962.59
1002,ดุสิต,Y2561-M07,5080.3
1019,ตลิ่งชัน,Y2561-M07,4513.84
1048,ทวีวัฒนา,Y2561-M07,3379.47
1049,ทุ่งครุ,Y2561-M07,4187.84
1015,ธนบุรี,Y2561-M07,5165.11
1020,บางกอกน้อย,Y2561-M07,5132.21
1016,บางกอกใหญ่,Y2561-M07,2488.32
1006,บางกะปิ,Y2561-M07,10667.3
1021,บางขุนเทียน,Y2561-M07,10173.4
1005,บางเขน,Y2561-M07,9910.42
1031,บางคอแหลม,Y2561-M07,4190.77
1040,บางแค,Y2561-M07,8599.92
1029,บางซื่อ,Y2561-M07,5067.82
1047,บางนา,Y2561-M07,6842.68
1050,บางบอน,Y2561-M07,6890.97
1025,บางพลัด,Y2561-M07,4678.53
1004,บางรัก,Y2561-M07,4683.8
1027,บึงกุ่ม,Y2561-M07,6312.35
1007,ปทุมวัน,Y2561-M07,9416.43
1032,ประเวศ,Y2561-M07,9762.69
1008,ป้อมปราบศัตรูพ่าย,Y2561-M07,2488.47
1014,พญาไท,Y2561-M07,5552.65
1009,พระโขนง,Y2561-M07,4560.86
1001,พระนคร,Y2561-M07,6004.04
1022,ภาษีเจริญ,Y2561-M07,4978.25
1010,มีนบุรี,Y2561-M07,6091.83
1012,ยานนาวา,Y2561-M07,5767.81
1037,ราชเทวี,Y2561-M07,7092.56
1024,ราษฎร์บูรณะ,Y2561-M07,3706.98
1011,ลาดกระบัง,Y2561-M07,9648.36
1038,ลาดพร้าว,Y2561-M07,6870.24
1045,วังทองหลาง,Y2561-M07,7138.37
1039,วัฒนา,Y2561-M07,9293.35
1034,สวนหลวง,Y2561-M07,7578.08
1044,สะพานสูง,Y2561-M07,3999.3
1013,สัมพันธวงศ์,Y2561-M07,1650.86
1028,สาทร,Y2561-M07,5004.02
1042,สายไหม,Y2561-M07,7643.35
1023,หนองแขม,Y2561-M07,5332.05
1003,หนองจอก,Y2561-M07,4529.43
1041,หลักสี่,Y2561-M07,5651.8
1017,ห้วยขวาง,Y2561-M07,7130.4
1000,อื่นๆ,Y2561-M07,17591.82
1033,คลองเตย,Y2561-M08,9629.9
1018,คลองสาน,Y2561-M08,3868.45
1046,คลองสามวา,Y2561-M08,6048.6
1043,คันนายาว,Y2561-M08,4886.96
1030,จตุจักร,Y2561-M08,13763.9
1035,จอมทอง,Y2561-M08,6830.38
1036,ดอนเมือง,Y2561-M08,6847.77
1026,ดินแดง,Y2561-M08,9327.31
1002,ดุสิต,Y2561-M08,5351.61
1019,ตลิ่งชัน,Y2561-M08,4641.88
1048,ทวีวัฒนา,Y2561-M08,3471.81
1049,ทุ่งครุ,Y2561-M08,4228.74
1015,ธนบุรี,Y2561-M08,5130.82
1020,บางกอกน้อย,Y2561-M08,5355.15
1016,บางกอกใหญ่,Y2561-M08,2443.14
1006,บางกะปิ,Y2561-M08,11236.2
1021,บางขุนเทียน,Y2561-M08,10584.3
1005,บางเขน,Y2561-M08,9886.74
1031,บางคอแหลม,Y2561-M08,4360.87
1040,บางแค,Y2561-M08,8992.11
1029,บางซื่อ,Y2561-M08,5325.65
1047,บางนา,Y2561-M08,6890.88
1050,บางบอน,Y2561-M08,7042.18
1025,บางพลัด,Y2561-M08,4957.82
1004,บางรัก,Y2561-M08,4906.34
1027,บึงกุ่ม,Y2561-M08,6368.43
1007,ปทุมวัน,Y2561-M08,9881.88
1032,ประเวศ,Y2561-M08,9761.35
1008,ป้อมปราบศัตรูพ่าย,Y2561-M08,2538.71
1014,พญาไท,Y2561-M08,5603.85
1009,พระโขนง,Y2561-M08,4672.71
1001,พระนคร,Y2561-M08,6102.13
1022,ภาษีเจริญ,Y2561-M08,5192.11
1010,มีนบุรี,Y2561-M08,6181.98
1012,ยานนาวา,Y2561-M08,5908.32
1037,ราชเทวี,Y2561-M08,7168.87
1024,ราษฎร์บูรณะ,Y2561-M08,3768.68
1011,ลาดกระบัง,Y2561-M08,9875.36
1038,ลาดพร้าว,Y2561-M08,7051.5
1045,วังทองหลาง,Y2561-M08,7374.49
1039,วัฒนา,Y2561-M08,9531.48
1034,สวนหลวง,Y2561-M08,7587.66
1044,สะพานสูง,Y2561-M08,4142.35
1013,สัมพันธวงศ์,Y2561-M08,1745.57
1028,สาทร,Y2561-M08,5219.52
1042,สายไหม,Y2561-M08,7730.67
1023,หนองแขม,Y2561-M08,5631.77
1003,หนองจอก,Y2561-M08,4535.39
1041,หลักสี่,Y2561-M08,5755.89
1017,ห้วยขวาง,Y2561-M08,7256.16
1000,อื่นๆ,Y2561-M08,18919.44
1033,คลองเตย,Y2561-M09,9213.72
1018,คลองสาน,Y2561-M09,3534.99
1046,คลองสามวา,Y2561-M09,5570.11
1043,คันนายาว,Y2561-M09,4657.03
1030,จตุจักร,Y2561-M09,13194.2
1035,จอมทอง,Y2561-M09,6077.26
1036,ดอนเมือง,Y2561-M09,6458.73
1026,ดินแดง,Y2561-M09,8830.82
1002,ดุสิต,Y2561-M09,4875.39
1019,ตลิ่งชัน,Y2561-M09,4212.41
1048,ทวีวัฒนา,Y2561-M09,3447.39
1049,ทุ่งครุ,Y2561-M09,3908.85
1015,ธนบุรี,Y2561-M09,4626.99
1020,บางกอกน้อย,Y2561-M09,5067.47
